category,scientific_name,common_names,conservation_status
Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,Conserved
Vascular Plant,Chorizanthe membranacea,Pink Spineflower,Conserved
Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,Conserved
Vascular Plant,Eriogonum incanum,Frosted Buckwheat,Conserved
Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,Conserved
Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,Conserved
Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",Conserved
Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,Conserved
Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,Conserved
Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,Conserved
Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,Conserved
Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,Conserved
Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,Conserved
Vascular Plant,Eriogonum rosense,"Mount Rose Buckwheat, Rosy Buckwheat",Conserved
Vascular Plant,Eriogonum roseum,Wand Buckwheat,Conserved
Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,Conserved
Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,Conserved
Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,Conserved
Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",Conserved
Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",Conserved
Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,Conserved
Vascular Plant,Eriogonum wrightii var. trachygonum,"Bastardsage, Shrubby Buckwheat",Conserved
Vascular Plant,Polygonum arenastrum,"Common Knotweed, Doorweed, Matweed, Ovalleaf Knotweed, Oval-Leaf Knotweed, Prostrate Knotweed",Conserved
Vascular Plant,Polygonum californicum,California Knotweed,Conserved
Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,Conserved
Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,Conserved
Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",Conserved
Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,Conserved
Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",Conserved
Vascular Plant,Polygonum shastense,Shasta Knotweed,Conserved
Vascular Plant,Pterostegia drymarioides,"Woodland Pterostegia, Woodland Threadstem",Conserved
Vascular Plant,Rumex conglomeratus,"Clustered Dock, Sharp Dock",Conserved
Vascular Plant,Rumex pulcher,Fiddle Dock,Conserved
Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",Conserved
Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",Conserved
Vascular Plant,Cornus nuttallii,Pacific Dogwood,Conserved
Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",Conserved
Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,Conserved
Vascular Plant,Cornus sericea ssp. sericea,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",Conserved
Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,Conserved
Vascular Plant,Mentzelia crocea,Sierra Blazingstar,Conserved
Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,Conserved
Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,Conserved
Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",Conserved
Vascular Plant,Marah horridus,Sierra Manroot,Conserved
Vascular Plant,Marah watsonii,Taw Manroot,Conserved
Vascular Plant,Datisca glomerata,Durango Root,Conserved
Vascular Plant,Narthecium californicum,California Bog Asphodel,Conserved
Vascular Plant,Sambucus mexicana,Mexican Elder,Conserved
Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,Conserved
Vascular Plant,Viburnum ellipticum,Common Viburnum,Conserved
Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,Conserved
Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,Conserved
Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,Conserved
Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,Conserved
Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,Conserved
Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",Conserved
Vascular Plant,Valeriana californica,California Valerian,Conserved
Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,Conserved
Vascular Plant,Allotropa virgata,Sugarstick,Conserved
Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,Conserved
Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,Conserved
Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",Conserved
Vascular Plant,Cassiope mertensiana,"Western Moss Heather, White Heather",Conserved
Vascular Plant,Chimaphila umbellata,"Pipsissewa, Prince's Pine",Conserved
Vascular Plant,Kalmia polifolia,"Bog Kalmia, Bog Laurel, Box Laurel, Swamp Laurel",Conserved
Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,Conserved
Vascular Plant,Leucothoe davisiae,Sierra Laurel,Conserved
Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Purple Mountainheath, Red Mountainheather",Conserved
Vascular Plant,Pleuricospora fimbriolata,"Fringed Pinesap, Sierra Sap",Conserved
Vascular Plant,Pyrola asarifolia,"Bog Wintergreen, Liverleaf Wintergreen, Pink Wintergreen",Conserved
Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",Conserved
Vascular Plant,Pyrola picta,White-Veined Wintergreen,Conserved
Vascular Plant,Rhododendron occidentale,"California Azalea, Sonoma Azalea, Western Azalea",Conserved
Vascular Plant,Sarcodes sanguinea,Snowplant,Conserved
Vascular Plant,Vaccinium parvifolium,Red Huckleberry,Conserved
Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,Conserved
Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilia, Dense False Gilyflower",Conserved
Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilia, Dense False Gilyflower",Conserved
Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",Conserved
Vascular Plant,Collomia grandiflora,"Grand Collomia, Largeflowered Collomia",Conserved
Vascular Plant,Collomia heterophylla,Variableleaf Collomia,Conserved
Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",Conserved
Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",Conserved
Vascular Plant,Gilia capillaris,"Miniature Gilia, Smoothleaf Gilia",Conserved
Vascular Plant,Gilia capitata ssp. abrotanifolia,Bluehead Gilia,Conserved
Vascular Plant,Gilia capitata ssp. mediomontana,Foothill Gilia,Conserved
Vascular Plant,Gilia capitata ssp. pedemontana,Bluehead Gilia,Conserved
Vascular Plant,Gilia leptalea,Bridges' Gilia,Conserved
Vascular Plant,Gilia leptalea ssp. bicolor,Bridges' Gilia,Conserved
Vascular Plant,Gilia leptalea ssp. leptalea,Bridges' Gilia,Conserved
Vascular Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,Conserved
Vascular Plant,Ipomopsis aggregata,"Scarlet Gilia, Skyrocket Gilia",Conserved
Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,Conserved
Vascular Plant,Ipomopsis aggregata ssp. formosissima,"Scarlet Gilia, Scarlet Skyrocket, Skyrocket Gilia",Conserved
Vascular Plant,Leptodactylon pungens,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox",Conserved
Vascular Plant,Linanthus bicolor,True Babystars,Conserved
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",Conserved
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",Conserved
Vascular Plant,Linanthus filipes,Thread Linanthus,Conserved
Vascular Plant,Linanthus harknessii,"Harkness' Flaxflower, Threeseed Linanthus",Conserved
Vascular Plant,Linanthus montanus,Mustang Clover,Conserved
Vascular Plant,Linanthus nuttallii ssp. pubescens,"Nuttall's Deserttrumpets, Nuttall's Linanthus",Conserved
Vascular Plant,Navarretia divaricata ssp. divaricata,Divaricate Navarretia,Conserved
Vascular Plant,Navarretia divaricata ssp. vividior,Divaricate Navarretia,Conserved
Vascular Plant,Navarretia intertexta ssp. intertexta,Needleleaf Navarretia,Conserved
Vascular Plant,Navarretia viscidula,Sticky Pincushionplant,Conserved
Vascular Plant,Phlox caespitosa,"Douglas Phlox, Tufted Phlox",Conserved
Vascular Plant,Phlox condensata,Dwarf Phlox,Conserved
Vascular Plant,Phlox diffusa,Spreading Phlox,Conserved
Vascular Plant,Phlox gracilis,Slender Phlox,Conserved
Vascular Plant,Phlox speciosa ssp. occidentalis,Showy Phlox,Conserved
Vascular Plant,Polemonium californicum,Moving Polemonium,Conserved
Vascular Plant,Polemonium eximium,Skypilot,Conserved
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Pygmyflower Rockjasmine,Conserved
Vascular Plant,Dodecatheon alpinum,Alpine Shootingstar,Conserved
Vascular Plant,Dodecatheon hendersonii,Mosquito Bills,Conserved
Vascular Plant,Dodecatheon jeffreyi,Sierrra Shootingstar,Conserved
Vascular Plant,Dodecatheon subalpinum,Sierra Shootingstar,Conserved
Vascular Plant,Primula suffrutescens,Sierra Primrose,Conserved
Vascular Plant,Trientalis latifolia,"Broadleaf Starflower, Western Starflower",Conserved
Vascular Plant,Astragalus bolanderi,Bolander's Milkvetch,Conserved
Vascular Plant,Astragalus congdonii,Congdon's Milkvetch,Conserved
Vascular Plant,Astragalus kentrophyta var. danaus,Spiny Milkvetch,Conserved
Vascular Plant,Astragalus lentiginosus var. ineptus,"Freckled Milkvetch, Homely Milkvetch",Conserved
Vascular Plant,Astragalus purshii var. lectulus,"Sierran Milkvetch, Woollypod Milkvetch",Conserved
Vascular Plant,Astragalus whitneyi var. whitneyi,"Balloonpod Milkvetch, Whitney's Milkvetch",Conserved
Vascular Plant,Cercis occidentalis,California Redbud,Conserved
Vascular Plant,Hoita macrostachya,Large Leather-Root,Conserved
Vascular Plant,Lathyrus jepsonii var. californicus,California Pea,Conserved
Vascular Plant,Lathyrus lanszwertii var. aridus,Nevada Pea,Conserved
Vascular Plant,Lathyrus lanszwertii var. lanszwertii,"Lanszwert's Pea, Lanszwert's Peavine",Conserved
Vascular Plant,Lathyrus sulphureus,"Snub Pea, Sulfur Pea",Conserved
Vascular Plant,Lotus argophyllus var. fremontii,Fremont's Birdsfoot Trefoil,Conserved
Vascular Plant,Lotus crassifolius var. crassifolius,Big Deervetch,Conserved
Vascular Plant,Lotus humistratus,"Foothill Deervetch, Maresfat",Conserved
Vascular Plant,Lotus micranthus,Desert Deervetch,Conserved
Vascular Plant,Lotus nevadensis var. nevadensis,"Nevada Bird's-Foot Trefoil, Nevada Trefoil",Conserved
Vascular Plant,Lotus oblongifolius var. oblongifolius,"Streambank Bird's-Foot Trefoil, Streambank Trefoil",Conserved
Vascular Plant,Lotus scoparius var. scoparius,Common Deerweed,Conserved
Vascular Plant,Lotus strigosus,"Bishop's Lotus, Strigose Bird's-Foot Trefoil, Strigose Bird's-Foot-Trefoil",Conserved
Vascular Plant,Lotus wrangelianus,Chilean Bird's-Foot Trefoil,Conserved
Vascular Plant,Lupinus adsurgens,Drew's Silky Lupine,Conserved
Vascular Plant,Lupinus albicaulis,Sicklekeel Lupine,Conserved
Vascular Plant,Lupinus albifrons var. albifrons,Silver Lupine,Conserved
Vascular Plant,Lupinus andersonii,Anderson's Lupine,Conserved
Vascular Plant,Lupinus arbustus,"Longspur Lupine, Spurred Lupine",Conserved
Vascular Plant,Lupinus argenteus var. meionanthus,Lake Tahoe Lupine,Conserved
Vascular Plant,Lupinus benthamii,Spider Lupine,Conserved
Vascular Plant,Lupinus bicolor,"Bicolor Lupine, Miniature Lupine",Conserved
Vascular Plant,Lupinus breweri var. breweri,Brewer's Lupine,Conserved
Vascular Plant,Lupinus breweri var. bryoides,Matted Lupine,Conserved
Vascular Plant,Lupinus breweri var. grandiflorus,Matted Lupine,Conserved
Vascular Plant,Lupinus covillei,Shaggy Lupine,Conserved
Vascular Plant,Lupinus formosus var. formosus,Summer Lupine,Conserved
Vascular Plant,Lupinus fulcratus,Greenstipule Lupine,Conserved
Vascular Plant,Lupinus gracilentus,Green Slender Lupine,Conserved
Vascular Plant,Lupinus grayi,"Gray's Lupine, Sierra Lupine",Conserved
Vascular Plant,Lupinus latifolius,"Broadleaf Lupine, Broad-Leaf Lupine",Conserved
Vascular Plant,Lupinus nanus,"Annual Lupine, Sky Lupine",Conserved
Vascular Plant,Lupinus pratensis var. pratensis,Inyo Meadow Lupine,Conserved
Vascular Plant,Lupinus rivularis,Riverbank Lupine,Conserved
Vascular Plant,Lupinus stiversii,Harlequin Annual Lupine,Conserved
Vascular Plant,Medicago polymorpha,"Bur Clover, Bur Medick, Burclover, California Burclover, Toothed Medick",Conserved
Vascular Plant,Melilotus alba,White Sweetclover,Conserved
Vascular Plant,Melilotus indica,Sourclover,Conserved
Vascular Plant,Trifolium bolanderi,Parasol Clover,Species of Concern
Vascular Plant,Trifolium breweri,Forest Clover,Conserved
Vascular Plant,Trifolium ciliolatum,Foothill Clover,Conserved
Vascular Plant,Trifolium cyathiferum,Cup Clover,Conserved
Vascular Plant,Trifolium gracilentum var. gracilentum,Pinpoint Clover,Conserved
Vascular Plant,Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",Conserved
Vascular Plant,Trifolium obtusiflorum,Clammy Clover,Conserved
Vascular Plant,Trifolium oliganthum,Fewflower Clover,Conserved
Vascular Plant,Trifolium variegatum,"Whitetip Clover, White-Tip Clover",Conserved
Vascular Plant,Trifolium willdenovii,Tomcat Clover,Conserved
Vascular Plant,Trifolium wormskioldii,"Cow Clover, Cows Clover, Sierra Clover",Conserved
Vascular Plant,Vicia benghalensis,"Purple Vetch, Reddish Tufted Vetch",Conserved
Vascular Plant,Alnus incana ssp. tenuifolia,"Mountain Alder, Speckled Alder, Thinleaf Alder",Conserved
Vascular Plant,Alnus rhombifolia,"Rhombie Leaf Alder, White Alder",Conserved
Vascular Plant,Corylus cornuta var. californica,"California Hazel, California Hazelnut",Conserved
Vascular Plant,Chrysolepis sempervirens,"Bush Chinquapin, Sierra Chinkapin",Conserved
Vascular Plant,Lithocarpus densiflorus var. echinoides,Tanoak,Conserved
Vascular Plant,Quercus chrysolepis,Canyon Live Oak,Conserved
Vascular Plant,Quercus douglasii,Blue Oak,Conserved
Vascular Plant,Quercus garryana var. breweri,Oregon White Oak,Conserved
Vascular Plant,Quercus kelloggii,California Black Oak,Conserved
Vascular Plant,Quercus lobata,"California White Oak, Valley Oak",Conserved
Vascular Plant,Quercus wislizeni var. wislizeni,Interior Live Oak,Conserved
Vascular Plant,Myrica hartwegii,"Sierra Bayberry, Sierra Sweet-Bay",Conserved
Vascular Plant,Garrya fremontii,Bearbrush,Conserved
Vascular Plant,Asclepias californica,"California Milkweed, Round-Hood Milkweed, Woolly Milkweed",Conserved
Vascular Plant,Asclepias cordifolia,"Heartleaf Milkweed, Purple Milkweed",Conserved
Vascular Plant,Asclepias fascicularis,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",Conserved
Vascular Plant,Centaurium venustum,Charming Centaury,Conserved
Vascular Plant,Gentiana calycosa,"Mountain Bog Gentian, Rainier Pleated Gentian",Conserved
Vascular Plant,Gentiana newberryi var. tiogana,Tioga Gentian,Conserved
Vascular Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",Conserved
Vascular Plant,Gentianella tenella ssp. tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian",Conserved
Vascular Plant,Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",Conserved
Vascular Plant,Galium bolanderi,Bolander's Bedstraw,Conserved
Vascular Plant,Galium hypotrichium ssp. hypotrichium,Alpine Bedstraw,Conserved
Vascular Plant,Galium multiflorum,"Manyflower Bedstraw, Shrubby Bedstraw",Conserved
Vascular Plant,Galium parisiense,Wall Bedstraw,Conserved
Vascular Plant,Galium porrigens var. tenue,Graceful Bedstraw,Conserved
Vascular Plant,Galium sparsiflorum,Sequoia Bedstraw,Conserved
Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,Conserved
Vascular Plant,Erodium botrys,Longbeak Stork's Bill,Conserved
Vascular Plant,Erodium brachycarpum,Shortfruit Stork's Bill,Conserved
Vascular Plant,Geranium californicum,California Cranesbill,Conserved
Vascular Plant,Geranium dissectum,Cutleaf Geranium,Conserved
Vascular Plant,Geranium robertianum,Robert's Geranium,Conserved
Vascular Plant,Isoetes howellii,Howell's Quillwort,Conserved
Vascular Plant,Isoetes nuttallii,Nuttall's Quillwort,Conserved
Vascular Plant,Lepechinia calycina,Woodbalm,Conserved
Vascular Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",Conserved
Vascular Plant,Monardella lanceolata,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",Conserved
Vascular Plant,Monardella odoratissima ssp. pallida,"Alpine Mountainbalm, Mountain Monardella",Conserved
Vascular Plant,Monardella sheltonii,Shelton's Monardella,Conserved
Vascular Plant,Pycnanthemum californicum,Sierra Mint,Conserved
Vascular Plant,Salvia columbariae,Chia,Conserved
Vascular Plant,Satureja douglasii,Yerba Buena,Conserved
Vascular Plant,Scutellaria bolanderi ssp. bolanderi,Sierra Skullcap,Conserved
Vascular Plant,Scutellaria siphocampyloides,Grayleaf Skullcap,Conserved
Vascular Plant,Scutellaria tuberosa,Danny's Skullcap,Conserved
Vascular Plant,Stachys albens,"White Hedgenettle, Whitestem Hedgenettle",Conserved
Vascular Plant,Trichostema lanceolatum,Vinegarweed,Conserved
Vascular Plant,Trichostema oblongum,Oblong Bluecurls,Conserved
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",Conserved
Vascular Plant,Fraxinus dipetala,"California Ash, Two-Petal Ash",Conserved
Vascular Plant,Fraxinus latifolia,Oregon Ash,Conserved
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",Conserved
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,Conserved
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,Conserved
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,Conserved
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",Conserved
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,Conserved
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",Conserved
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,Conserved
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,Conserved
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",Conserved
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,Conserved
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",Conserved
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",Conserved
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,Conserved
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",Conserved
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",Conserved
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Stiffbranch Bird's Beak,Conserved
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Stiffbranch Bird's Beak,Conserved
Vascular Plant,Cordylanthus tenuis ssp. tenuis,"Slender Bird's Beak, Slender Bird'sbeak",Conserved
Vascular Plant,Orobanche californica ssp. grayana,Gray's Broomrape,Conserved
Vascular Plant,Orthocarpus cuspidatus ssp. cryptanthus,"Cryptantha Owlclover, Cryptantha Owl's-Clover",Conserved
Vascular Plant,Pedicularis attollens,Little Elephantshead,Conserved
Vascular Plant,Pedicularis semibarbata,"Bearded Lousewort, Pinewoods Lousewort",Conserved
Vascular Plant,Mimulus angustatus,Purplelip Pansy Monkeyflower,Conserved
Vascular Plant,Mimulus bicolor,Yellow And White Monkeyflower,Conserved
Vascular Plant,Mimulus bolanderi,Bolander's Monkeyflower,Conserved
Vascular Plant,Mimulus cardinalis,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",Conserved
Vascular Plant,Mimulus congdonii,Congdon's Monkeyflower,Conserved
Vascular Plant,Mimulus douglasii,Brownies,Conserved
Vascular Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
Vascular Plant,Mimulus inconspicuus,Smallflower Monkeyflower,Conserved
Vascular Plant,Mimulus kelloggii,Kellogg's Monkeyflower,Conserved
Vascular Plant,Mimulus laciniatus,Cutleaf Monkeyflower,Conserved
Vascular Plant,Mimulus layneae,Layne's Monkeyflower,Conserved
Vascular Plant,Mimulus leptaleus,"Least Monkeyflower, Slender Monkeyflower",Conserved
Vascular Plant,Mimulus mephiticus,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",Conserved
Vascular Plant,Mimulus montioides,"Mointain Monkeyflower, Mountain Monkeyflower",Conserved
Vascular Plant,Mimulus palmeri,Palmer's Monkeyflower,Conserved
Vascular Plant,Mimulus pilosus,False Monkeyflower,Conserved
Vascular Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",Conserved
Vascular Plant,Mimulus pulchellus,Yellowlip Pansy Monkeyflower,Conserved
Vascular Plant,Mimulus pulsiferae,Candelabrum Monkeyflower,Conserved
Vascular Plant,Mimulus tilingii,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",Conserved
Vascular Plant,Mimulus torreyi,Torrey's Monkeyflower,Conserved
Vascular Plant,Mimulus viscidus,Sticky Monkeyflower,Conserved
Vascular Plant,Callitriche heterophylla var. bolanderi,Bolander's Water-Starwort,Conserved
Vascular Plant,Callitriche marginata,Winged Water-Starwort,Species of Concern
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,Conserved
Vascular Plant,Collinsia childii,Child's Blue Eyed Mary,Conserved
Vascular Plant,Collinsia heterophylla,Purple Chinese Houses,Conserved
Vascular Plant,Collinsia linearis,Narrowleaf Blue Eyed Mary,Conserved
Vascular Plant,Collinsia tinctoria,Sticky Chinese Houses,Conserved
Vascular Plant,Collinsia torreyi var. torreyi,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",Conserved
Vascular Plant,Collinsia torreyi var. wrightii,Wright's Blue Eyed Mary,Conserved
Vascular Plant,Gratiola ebracteata,Bractless Hedgehyssop,Conserved
Vascular Plant,Limosella acaulis,Owyhee Mudwort,Conserved
Vascular Plant,Penstemon azureus var. angustissimus,Azure Penstemon,Conserved
Vascular Plant,Penstemon davidsonii var. davidsonii,Davidson's Penstemon,Conserved
Vascular Plant,Penstemon heterodoxus,"Sierra Beardtongue, Sierra Penstemon",Conserved
Vascular Plant,Penstemon heterodoxus var. heterodoxus,Sierra Beardtongue,Conserved
Vascular Plant,Penstemon heterophyllus var. purdyi,Purdy's Penstemon,Conserved
Vascular Plant,Penstemon procerus var. formosus,"Pincushion Beardtongue, Pincushion Penstemon",Conserved
Vascular Plant,Penstemon roezlii,Roezl's Penstemon,Conserved
Vascular Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",Conserved
Vascular Plant,Penstemon rydbergii var. oreocharis,Herbaceous Penstemon,Conserved
Vascular Plant,Penstemon speciosus,"Prairie-Clover, Royal Penstemon",Conserved
Vascular Plant,Plantago erecta,Dotseed Plantain,Conserved
Vascular Plant,Veronica cusickii,Cusick's Speedwell,Conserved
Vascular Plant,Veronica peregrina ssp. xalapensis,"Hairy Purslane Speedwell, Neckweed",Conserved
Vascular Plant,Veronica serpyllifolia ssp. humifusa,"Brightblue Speedwell, Thyme-Leaf Speedwell",Conserved
Vascular Plant,Scrophularia californica ssp. floribunda,California Figwort,Conserved
Vascular Plant,Scrophularia desertorum,"Desert Figwort, Mountain Figwort",Conserved
Vascular Plant,Verbena hastata,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",Conserved
Vascular Plant,Verbena lasiostachys var. lasiostachys,Western Vervain,Conserved
Vascular Plant,Calycanthus occidentalis,"California Spicebush, California-Allspice, Western Sweetshrub",Conserved
Vascular Plant,Umbellularia californica,California Laurel,Conserved
Vascular Plant,Calochortus albus,White Fairy-Lantern,Conserved
Vascular Plant,Calochortus invenustus,Plain Mariposa Lily,Conserved
Vascular Plant,Calochortus leichtlinii,"Leichtlin's Mariposa Lily, Smokey Mariposa",Conserved
Vascular Plant,Calochortus luteus,Yellow Mariposa Lily,Conserved
Vascular Plant,Calochortus minimus,Sierra Mariposa Lily,Conserved
Vascular Plant,Calochortus nudus,Naked Mariposa Lily,Conserved
Vascular Plant,Calochortus superbus,Yellow Mariposa,Conserved
Vascular Plant,Calochortus venustus,Butterfly Mariposa Lily,Conserved
Vascular Plant,Calochortus vestae,Coast Range Mariposa Lily,Conserved
Vascular Plant,Clintonia uniflora,Bride's Bonnet,Conserved
Vascular Plant,Disporum hookeri,Drops Of Gold,Conserved
Vascular Plant,Erythronium purpurascens,Purple Fawnlily,Conserved
Vascular Plant,Fritillaria micrantha,Brown Fritillary,Conserved
Vascular Plant,Fritillaria pinetorum,"Davidson's Fritillary, Pinewoods Fritillary",Conserved
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",Conserved
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,Conserved
Vascular Plant,Trillium angustipetalum,Narrowpetal Wakerobin,Conserved
Vascular Plant,Veratrum californicum var. californicum,"California False Hellebore, California Falsehellebore",Conserved
Vascular Plant,Zigadenus exaltatus,Giant Deathcamas,Conserved
Vascular Plant,Zigadenus paniculatus,"Foothill Deathcamas, Sand-Corn",Conserved
Vascular Plant,Zigadenus venenosus var. venenosus,Meadow Deathcamas,Conserved
Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat, Thymeleaf Spurge",Conserved
Vascular Plant,Eremocarpus setigerus,"Doveweed, Turkey Mullein",Conserved
Vascular Plant,Euphorbia crenulata,"Chinese Caps, Chinesecaps",Conserved
Vascular Plant,Hypericum anagalloides,"Creeping St. Johnswort, Tinker's Penny, Tinker's-Penny",Conserved
Vascular Plant,Linum lewisii var. alpicola,Prairie Flax,Conserved
Vascular Plant,Sclerolinon digynum,"Digynum Flax, Northwestern Yellowflax",Conserved
Vascular Plant,Populus balsamifera ssp. trichocarpa,"Balsam Poplar, Black Cottonwood",Conserved
